genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Hip-Hop,J. Cole,Trouble,4pqiLICe0uTHb9WfY02ek9,60,0.174,0.74,258400,0.474,8.31e-06,B,0.153,-8.708,Minor,0.0622,107.454,4/4,0.0818
Folk,Shakey Graves,Bully's Lament - Audiotree Live Version,17LItrbkHlM4dNjlIWj08Q,44,0.588,0.513,282703,0.206,2.59e-06,B,0.102,-16.787,Major,0.082,117.476,4/4,0.229
Anime,THE ORAL CIGARETTES,STAY ONE,38Xe3EIdBXJkv3dU0oRXos,36,0.00589,0.382,213493,0.974,0.0,D,0.302,-1.85,Major,0.08,99.404,4/4,0.615
Dance,Jeremih,Pass Dat,0xrdZMsJIaxoTHAB4bvGnu,58,0.553,0.888,173840,0.516,0.0413,A,0.111,-4.802,Major,0.0997,127.979,4/4,0.23
Opera,Georges Bizet,"L'Arlésienne, Suite No. 2: IV. Farandole",5Qt2O8XP5PXnWVk2JqaBdo,13,0.944,0.367,207307,0.508,0.953,D,0.197,-14.167,Major,0.0613,81.306,4/4,0.575
Dance,Madonna,Borderline,4FMNpPI7mkhdeFCCk6fZiE,56,0.082,0.807,238360,0.764,3.87e-05,D,0.115,-5.186,Major,0.0312,119.867,4/4,0.371
Opera,Giacomo Puccini,"La Bohème / Act 3: ""Marcello. Finalmente!""",4zx4L3EALGfq9o1QyQ2Dpi,20,0.965,0.431,77960,0.345,0.164,A,0.728,-13.245,Major,0.0541,101.672,3/4,0.459
Pop,Jacksepticeye,All the Way (I Believe In Steve),4vmERH5UYG1FLcR2sTBcjY,62,0.0923,0.746,155513,0.719,0.0,C,0.443,-3.741,Minor,0.0861,128.032,4/4,0.869
Alternative,Weezer,Mexican Fender,1ZLfI1KqHS2JFP7lKsC8bl,45,0.0407,0.502,189813,0.731,0.0,B,0.557,-4.345,Major,0.0462,84.042,4/4,0.578
Hip-Hop,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",712uvW1Vezq8WpQi38v2L9,65,0.0152,0.587,310720,0.698,0.0,C#,0.442,-8.948,Major,0.0943,133.954,4/4,0.0985
Alternative,Aesop Rock,Dorks,4mgearnxcRBtuysKylvDYE,43,0.203,0.673,212907,0.838,8.8e-06,G,0.105,-5.922,Major,0.314,168.114,4/4,0.872
Dance,Major Lazer,Know No Better - Bad Bunny Remix,6xEWhl7uGpNdLRDLenjphL,54,0.26,0.794,217815,0.815,1.18e-05,G,0.113,-3.968,Minor,0.0896,118.951,4/4,0.601
Blues,Jamie N Commons,Lead Me Home - The Walking Dead Soundtrack,2DBFAJgsqhYk5Z1AF7tAMH,48,0.828,0.435,117427,0.276,0.00015,F#,0.118,-11.069,Minor,0.0323,136.278,5/4,0.175
R&B,The Weeknd,Reminder - Remix,7F1LWA9sIlTorHUo4amGqk,64,0.149,0.745,221968,0.65,0.0,C,0.107,-5.992,Minor,0.227,159.994,4/4,0.521
Folk,Big Red Machine,Forest Green,0WVCw4DuZ5GliVNUyyNmS2,52,0.669,0.602,349200,0.552,0.588,B,0.0934,-11.258,Major,0.0436,92.933,4/4,0.36
Soundtrack,Daniel Pemberton,Camelot in Flames,1e3la2LzXxKScHabALQPXL,33,0.333,0.0822,144693,0.28,0.836,G,0.103,-22.123,Major,0.0548,171.394,3/4,0.0341
Children’s Music,In Flames,Burn,26hAGrZZ5h06kLMIokery1,47,4.8e-05,0.522,223720,0.971,0.0534,F#,0.054,-4.59,Major,0.109,114.992,4/4,0.195
Blues,Anderson East,House Is A Building,0CkTm80ZHMShGRGR74bVqC,35,0.284,0.354,211760,0.448,0.000228,B,0.127,-7.946,Major,0.0318,112.036,3/4,0.338
Reggae,Passafire,Gone Yesterday,7bs8eNqA8oYDpna21wPio4,22,0.0156,0.655,196319,0.768,0.0,B,0.152,-5.628,Minor,0.0299,119.999,4/4,0.502
Indie,The Black Keys,You're the One,1ZJf6hZVPU1NoOPS5ThJvA,48,0.822,0.594,208227,0.462,0.00186,G,0.123,-10.218,Major,0.0403,128.516,4/4,0.529
Classical,Wolfgang Amadeus Mozart,"Die Zauberflöte, K. 620, Act II: In diesen heil'gen Hallen (Live)",42yD8LBVVUCY4pEcBTsrxc,0,0.842,0.236,246533,0.0896,0.141,E,0.259,-25.681,Major,0.0375,104.847,4/4,0.342
World,Martin Smith,"Come Holy Spirit - Live from San Diego, CA",7G24fBluYhrZ3tO8Nj2KpB,32,0.00669,0.228,375411,0.631,0.000181,B,0.436,-7.445,Minor,0.045,156.02,3/4,0.0645
Children's Music,The Chipettes,We No Speak Americano/Conga,2vlfGG7ucvMuLPKsPuZ4rX,30,0.1,0.781,158320,0.908,0.000365,C#,0.532,-4.052,Major,0.0664,125.994,4/4,0.817
R&B,Lauren Jauregui,Expectations,1EXotCuzdXR34W1MoP6Um7,72,0.00923,0.576,204067,0.443,1.88e-06,E,0.124,-7.477,Minor,0.0754,180.08,3/4,0.452
Rap,A$AP Rocky,"Fine Whine (feat. Joe Fox, Future & M.I.A.)",2WxzLbJfPA2vJGxQiKd7Jq,59,0.117,0.431,218547,0.522,0.31,C#,0.952,-10.372,Major,0.0765,113.827,4/4,0.087
Rap,Lil Xan,Deceived,6WEPEIjee7KQYm3PlCc5F2,58,0.365,0.717,124720,0.41,0.0,C#,0.118,-4.228,Minor,0.062,125.95,4/4,0.119
Children's Music,The Okee Dokee Brothers,Through the Woods,3dVv7DCWDGoZ9fUG90DTOq,30,0.58,0.639,181805,0.492,0.00317,F#,0.113,-6.89,Major,0.0327,87.048,4/4,0.407
Classical,Haken,Pareidolia,5fUGUcxc6Ocn89pv60AKhr,36,0.00124,0.261,650933,0.872,0.0278,G,0.121,-5.907,Major,0.041,94.845,3/4,0.248
Rap,Frank Ocean,Close To You,1VZLEW5ZfcAbKZ94XQiSZF,63,0.192,0.827,85754,0.673,0.00136,F,0.146,-8.401,Minor,0.23,78.007,4/4,0.779
Electronic,Burial,Homeless,5CQv8JhxfCq9KW0HV803al,32,0.183,0.579,320547,0.896,0.875,E,0.415,-9.161,Minor,0.16,136.556,4/4,0.572
Anime,Kyoto Harp Ensemble,打上花火(「打上花火、下から見るか?横から見るか?」より)harp version,7vb0DbWWB6IsubtoGQR2Sf,19,0.972,0.609,303568,0.259,0.871,F#,0.102,-16.068,Major,0.0365,90.989,4/4,0.385
Anime,Eve,僕らまだアンダーグラウンド,2G4pRFifFAlzozdqOq56uw,46,0.0159,0.611,284338,0.858,0.0,D,0.0714,-2.682,Major,0.0657,148.063,4/4,0.642
Dance,Ella Vos,In Your Corner,2xLYYc8mgGB36HSlKTkmXO,50,0.512,0.604,198619,0.406,8.8e-05,B,0.161,-7.604,Major,0.0314,109.774,4/4,0.0868
Pop,Kevin Gates,Vouch,37zJ0VBdZO7G7LoSjLX1ES,61,0.191,0.536,189641,0.589,0.0,G#,0.282,-6.634,Major,0.346,155.74,4/4,0.424
Soul,Charles Bradley,Change for the World,28zZa3a6RiQcM18ADm4KMw,40,0.12,0.51,212941,0.706,9.31e-06,F,0.666,-6.677,Minor,0.037,75.068,4/4,0.775
Electronic,Rusko,Look Out!,3UR5wrpDV2uK8OyMSUyHHR,35,0.0129,0.769,213560,0.831,0.0167,C#,0.174,-1.207,Minor,0.0534,144.962,4/4,0.0716
Rock,Sanctus Real,Commitment,0kJSz8ENF9QUcBmhBvIROi,59,0.00208,0.421,216991,0.733,0.0,C,0.128,-5.259,Major,0.0338,171.814,4/4,0.438
Rock,The Beatles,Dear Prudence - 2018 Mix,21pC0RPgkThjHlwpmCtxGb,62,0.0904,0.395,234973,0.538,0.000453,D,0.0685,-10.3,Major,0.0456,150.785,4/4,0.369
Opera,Richard Wagner,"Die Walküre / Dritter Aufzug: ""Hojotoho! Heiaha!""",3CIWCPLeDYRZTrmAUGLw4k,12,0.963,0.265,505000,0.335,0.0135,G,0.7,-13.835,Major,0.045,82.689,4/4,0.135
Comedy,Greg Behrendt,Sex Tips,6LI8Zb9loCXrxfH0ayx4oI,28,0.861,0.416,521987,0.74,1.67e-06,A,0.668,-15.534,Major,0.94,78.265,3/4,0.17
World,Passion,Rule - Live,1wXWWoiSQNv1aIsLuo7EVH,37,0.187,0.525,249600,0.617,0.0,G,0.394,-6.559,Major,0.0302,131.062,4/4,0.079
Hip-Hop,Drake,Energy,79XrkTOfV1AqySNjVlygpW,72,0.329,0.743,181933,0.571,0.0,B,0.522,-8.038,Major,0.505,172.056,4/4,0.571
R&B,James Blake,I Mind,4G1X8COHNmJ8Lp1vux7Ied,39,0.628,0.648,211347,0.41,0.608,B,0.137,-12.001,Minor,0.0447,110.002,4/4,0.231
Reggae,Iya Terra,Life Goes On (feat. The Simpkin Project),2oiNtnif9Vp4rlhIotd5UZ,36,0.334,0.879,274233,0.614,5.09e-05,F#,0.307,-6.097,Major,0.0422,122.029,4/4,0.911
Opera,Richard Wagner,"Das Rheingold - Vorabend des Bühnenfestspiels ""Der Ring des Nibelungen"" / Erste Szene: ""Weia! Waga! Woge du Welle!""",5LrjJd91xWiKRUPom13zjx,6,0.956,0.338,647093,0.0924,3.29e-05,C,0.285,-24.508,Minor,0.0646,68.862,4/4,0.109
Pop,Daddy Yankee,Adictiva,6MJUCumnQsQEKbCy28tbCP,91,0.291,0.788,207853,0.771,5.62e-05,E,0.172,-3.206,Minor,0.0563,99.038,4/4,0.701
Soul,Quincy Jones,Harlem Nocturne,17GGWAj6gmYXX5jNDU80Tu,43,0.652,0.373,154720,0.306,0.51,G,0.114,-13.405,Minor,0.0369,82.555,4/4,0.642
Movie,Amy Adams,"Happy Working Song - From ""Enchanted"" / Soundtrack Version",7G061Oqw7NXFr1NDTpXoI4,49,0.835,0.497,129613,0.348,0.0,D,0.325,-10.122,Major,0.079,172.168,4/4,0.659
Hip-Hop,Lil Wayne,Believe Me,6t2eIONH4Sax3R21QWiKNp,62,0.273,0.84,337640,0.483,0.0,A#,0.111,-8.838,Minor,0.157,91.992,4/4,0.198
Dance,Meghan Trainor,CAN'T DANCE,3CqT68zWwvcrY22UkhD67V,55,0.001,0.758,180167,0.797,1.32e-06,G#,0.526,-2.861,Major,0.0759,106.947,4/4,0.719
Pop,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),7nD9nN3jord9wWcfW3Gkcm,70,0.023,0.689,210573,0.791,0.0,C,0.0526,-5.194,Minor,0.053,95.04,4/4,0.755
Soul,Rag'n'Bone Man,The Fire,5Opv3rAPRL93wJ9yXGJPiM,52,0.0533,0.647,222000,0.709,7.82e-05,A,0.241,-6.459,Minor,0.152,78.235,4/4,0.381
World,Tenth Avenue North,Where Life Will Never Die,4cfPvtfSbmzGbLNfqvX4l8,31,0.00702,0.59,224653,0.836,8.03e-06,D,0.155,-4.892,Minor,0.0402,120.061,4/4,0.354
Indie,Radiohead,Idioteque,7xqeIdLJSf3bgmZ7vUvHrE,59,0.0352,0.615,309093,0.931,2.37e-05,D#,0.0914,-7.8,Major,0.24,137.544,3/4,0.53
R&B,James Blake,Barefoot In The Park (feat. ROSALÍA),3onYsieuDICdVt5ULZSExF,71,0.832,0.558,211200,0.632,0.105,A,0.198,-8.339,Minor,0.284,161.764,4/4,0.519
Folk,Van Morrison,5am Greenwich Mean Time,19p3w8OVCqTb7k5XT7GVER,44,0.317,0.696,337075,0.368,0.00567,C,0.449,-10.872,Major,0.0446,132.477,4/4,0.536
Children’s Music,Pop Evil,Boss's Daughter,14pgeHTnka4f8VyKmmIqGr,45,0.00016,0.418,205200,0.966,0.00569,G,0.222,-2.656,Minor,0.213,174.92,4/4,0.583
Indie,Paperwhite,Storm,0QKNwgSzAFRQHlGoNWy3gb,55,0.0109,0.638,195973,0.793,0.0253,A#,0.161,-6.676,Major,0.0393,113.944,4/4,0.523
Indie,Crush,none,0qVmnY53N0Qkb9YdOy4owI,57,0.902,0.551,219077,0.349,0.0,D#,0.0905,-10.762,Major,0.161,90.159,4/4,0.198
Children’s Music,Nickelback,Trying Not To Love You,4Dq75eGDLZGM9EGP0XHbo2,59,0.0132,0.473,251880,0.924,0.0,B,0.184,-4.297,Minor,0.0446,160.017,4/4,0.41
Country,Toby Keith,Country Comes To Town,7qkUw81edqOdtGnTR5stiR,36,0.0914,0.698,218000,0.921,0.0,A,0.0602,-4.091,Major,0.0387,123.766,4/4,0.685
Electronic,múm,We Have a Map of the Piano,4BLXtLRfhp6GFT9M6aa4Kd,45,0.909,0.673,319760,0.447,0.933,D,0.0574,-13.862,Major,0.0318,123.999,4/4,0.19
Classical,Howard Hanson,Symphony No. 6: VI. Allegro,3jXfwUyFAw12FvTZWbwHAT,39,0.931,0.364,115240,0.349,0.94,A#,0.11,-13.279,Minor,0.0321,65.427,4/4,0.0891
Folk,Leonard Cohen,Waiting for the Miracle,0xNWHoHZQEYo8iFH4QdwbK,47,0.366,0.58,461907,0.409,0.363,E,0.088,-15.735,Minor,0.0333,82.026,4/4,0.388
Blues,Lynyrd Skynyrd,Workin' for MCA - Live in Atlantic City,4KYR1vAMxxe75EVXiyFJcJ,25,0.0154,0.32,313629,0.943,0.0296,F#,0.958,-6.706,Minor,0.132,86.938,4/4,0.507
Rock,Jack White,Sixteen Saltines,3XBPCbTU9rSGuyuK7Xbj4B,53,0.0136,0.603,155720,0.868,7.04e-06,B,0.0767,-7.891,Minor,0.0887,131.519,4/4,0.68
Alternative,System Of A Down,Chic 'N' Stu,11i33j50Gsr90pRoDJBrEA,49,0.0173,0.611,143627,0.795,0.0,F#,0.116,-3.428,Major,0.04,95.759,4/4,0.383
Reggae,Ballyhoo!,Ras Vader,2toJYeTxh61Ym0ObynO3dN,31,0.00515,0.533,281812,0.858,0.000188,G,0.132,-5.521,Minor,0.0387,144.096,4/4,0.739
Soundtrack,Lorne Balfe,Fate Whispers to the Warrior,6xpU1FEiesHSf658V2dQ8b,33,0.535,0.27,234413,0.265,0.883,A,0.138,-19.37,Major,0.0406,140.146,4/4,0.0368
Hip-Hop,$uicideBoy$,Now I'm Up To My Neck With Offers,1QSMyV4BAvNRwIpRzS8zWn,63,0.0577,0.782,167027,0.848,1.78e-05,F#,0.179,-6.45,Minor,0.437,137.875,4/4,0.329
Indie,Transviolet,The Hamptons,7G6vEhuSJqAht3Q22WUe2u,54,0.11,0.848,204836,0.347,0.000107,G,0.0898,-6.571,Minor,0.0473,106.014,4/4,0.291
Reggaeton,Los 4,Si Se Va a Formar Que Se Forme,4SHi7bHLSJrYCapCw1DjHk,34,0.246,0.789,217133,0.926,0.0,A#,0.108,-3.703,Major,0.0527,97.998,4/4,0.944
Country,Colt Ford,Dirt Road Disco,1djZgn61YnkoTNnnWT6DWA,37,0.00664,0.715,224461,0.783,0.0,C#,0.254,-6.714,Minor,0.0318,112.024,4/4,0.844
Ska,Viernes 13,Working Man's Chant,2qyizyl28Z7nLwIcHYcuwF,18,0.0876,0.558,194080,0.889,0.0,E,0.0966,-5.095,Major,0.082,89.927,4/4,0.951
Ska,NOFX,Perfect Government,0pe2du168zXMGZJlMcyyIb,40,5.26e-05,0.343,126027,0.913,0.000104,G,0.173,-8.104,Major,0.106,93.476,4/4,0.295
Electronic,Portishead,Only You,2qKkC9cODRjIlsdyEkSJLQ,48,0.344,0.572,299573,0.323,0.00742,F,0.162,-12.335,Major,0.223,118.106,4/4,0.104
Soul,Marvin Gaye,How Sweet It Is (To Be Loved By You),2zF8ro2hX0aEYaqXQdEKW1,56,0.323,0.653,177773,0.49,4.13e-06,C,0.0832,-10.106,Major,0.0408,110.202,4/4,0.963
Hip-Hop,DJ Nelson,"Esta Noche de Travesuras (feat. Héctor ""El Father"")",2QNRG78xcJZpLyXYX4JmhD,64,0.457,0.828,212533,0.666,0.0,A,0.0834,-7.454,Major,0.152,91.961,4/4,0.44
R&B,Tory Lanez,ThE RUn oFF,26URbmR1pY1Fy5ZYdH2bi3,62,0.0184,0.693,170543,0.791,0.0,D,0.345,-5.463,Major,0.161,152.859,4/4,0.827
Children's Music,Music For Little People Choir,I'm Sorry Playmate,4DWRu0zlayohsOYgW1d8mw,0,0.86,0.628,44840,0.155,0.0,C,0.0649,-11.541,Major,0.178,172.245,4/4,0.592
Reggaeton,Cosculluela,Soñando Despierto,4o2kF9mjrEGMLJoeXAVIlS,41,0.217,0.647,240516,0.728,0.0,F,0.334,-3.885,Minor,0.217,171.873,4/4,0.646
Soundtrack,Jeremy Soule,Silt Sunrise,6if3qe6uixS6jkDLhFlYEP,38,0.987,0.166,191321,0.121,0.905,E,0.0755,-22.018,Minor,0.0408,111.492,4/4,0.0307
Anime,Capcom Sound Team,MAGMARD DRAGOON STAGE,2oL6EkefgI7kFtMRCS06aa,20,5.73e-06,0.487,117960,0.855,0.297,A#,0.299,-7.058,Minor,0.0635,108.494,4/4,0.596
Country,Keith Urban,You'll Think Of Me - Single Version,0lZxd99ZIjA0zUdQAY3FXr,59,0.379,0.55,231293,0.543,0.0,D,0.0927,-8.395,Major,0.0408,82.761,4/4,0.562
World,Passion,Lift Your Head Weary Sinner (Chains) - Live,6a6Zp4Ypk6YIYwNSlzocdZ,36,0.134,0.425,241213,0.942,1.09e-06,E,0.971,-4.477,Minor,0.0872,143.937,4/4,0.233
Ska,The Jam,In The City,250dZY8xYbhHGQpM6bgL52,52,0.00123,0.368,137800,0.808,0.000142,G,0.308,-9.139,Major,0.0453,177.303,4/4,0.933
Blues,Kenny Wayne Shepherd,Blue on Black,7GRq9NUgqhxPGUUksX02fk,56,0.00596,0.412,333733,0.676,0.112,G,0.209,-7.341,Major,0.0266,155.431,4/4,0.557
Soul,Commodores,Too Hot Ta Trot,7sP4EhJqFnud6mrG6VbjQx,49,0.237,0.853,337680,0.771,0.000361,A,0.0536,-6.599,Major,0.127,120.744,4/4,0.898
Children’s Music,Ashes Remain,Without You,3P7f4TYXYqz1MwcFiQhgu3,46,0.234,0.401,228907,0.454,8.97e-06,F#,0.177,-7.448,Major,0.0295,78.959,4/4,0.175
R&B,Teyana Taylor,"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix",6D53lwtCp4kY6B7aZGkOxB,66,0.211,0.547,289147,0.6,0.0,A#,0.145,-7.546,Minor,0.351,89.041,4/4,0.49
Folk,Beach House,Wildflower,3KkeIUcjDxOZ8xha1jw3cp,48,0.522,0.44,219453,0.513,0.496,D#,0.0908,-7.613,Major,0.0276,81.091,4/4,0.209
Soundtrack,John Williams,Indy's Very First Adventure,68uurfTGaoY652TC9wEV7d,29,0.91,0.321,720027,0.238,0.86,D,0.081,-12.983,Major,0.0349,79.93,4/4,0.0564
Reggaeton,Tomas the Latin Boy,Roce,2yua6PPKic2p6FVJx7fqhl,33,0.0529,0.724,199107,0.769,0.0,B,0.116,-4.926,Minor,0.0377,94.02,4/4,0.633
Indie,Doja Cat,Game,1MuN3LGtM2tNsqH9qC47tG,36,0.00158,0.75,195760,0.783,0.00406,B,0.143,-5.612,Minor,0.0524,120.016,4/4,0.595
Indie,The Marías,ABQ,5P9PQR7CM5YPEU2I3EypWM,50,0.821,0.54,311036,0.307,0.595,E,0.108,-16.192,Minor,0.0295,136.996,4/4,0.172
Children's Music,Kimbo Children's Music,Joining Hands with Other Lands,1HLCusi4Mb6Q81TB06qZhX,0,0.273,0.891,99933,0.337,0.0,F,0.0957,-13.058,Major,0.0517,80.38,4/4,0.975
Blues,Nazareth,Razamanaz,1PSEl6u1vqONe5Tk3xYVNY,36,0.000154,0.505,230480,0.95,0.0191,A,0.194,-4.379,Major,0.0981,95.006,4/4,0.396
Soundtrack,Michael Giacchino,Run And Shoot Offense,5H3F21QPn9VRE7ZIKzwnVN,27,0.745,0.243,124773,0.326,0.733,A#,0.112,-14.064,Major,0.0526,153.354,4/4,0.118
Indie,Bazanji,Bow Down (feat. Just Juice),7dNdoNq8HGvFthb0wdYO3Z,53,0.0193,0.759,219000,0.873,0.0,C#,0.0977,-5.005,Minor,0.045,140.059,4/4,0.18
Blues,Eagles Of Death Metal,Anything 'Cept The Truth,2Yz6SZh50qbeGx52I4gSik,28,0.0383,0.415,274227,0.996,0.0558,G#,0.214,-2.247,Major,0.0925,125.924,4/4,0.398
Jazz,Rubén Blades,Adan Garcia,5SNtjRfzhwywVHdNsVBmRH,38,0.468,0.721,288307,0.545,0.000106,A,0.224,-10.533,Major,0.0339,91.899,4/4,0.817
Dance,Florence + The Machine,Never Let Me Go,6cC9RY7MoUx5z3aHjDTNI6,56,0.287,0.47,271013,0.742,2.57e-06,A,0.381,-3.243,Major,0.0383,144.76,4/4,0.253
Country,Jason Michael Carroll,Take It All (From Strings Official Movie Soundtrack),3hhuffpisosj7BgtMEQxVp,36,0.000892,0.509,237627,0.847,1.14e-06,G#,0.363,-4.335,Minor,0.0489,123.89,4/4,0.59
Folk,The Avett Brothers,Smithsonian,5DVvit3Aym2yOj9XXdQeuj,48,0.151,0.476,273520,0.829,3.62e-06,A#,0.234,-2.956,Major,0.0325,169.57,4/4,0.785
Country,Langhorne Slim,The Way We Move,40rjypnguxfhPy4Bbv5SWc,62,0.217,0.539,168760,0.836,0.000168,B,0.303,-5.365,Major,0.0654,135.596,4/4,0.759
Jazz,The Electric Swing Circus,Empires,7BilkHwC8zy0Mv67wsGiUM,51,0.264,0.816,190509,0.761,1.86e-06,D,0.0995,-3.941,Minor,0.0368,120.008,4/4,0.827
Hip-Hop,Machine Gun Kelly,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,76,0.214,0.697,239293,0.691,0.0,D,0.185,-4.757,Major,0.146,137.853,4/4,0.305
Opera,Giuseppe Verdi,"La traviata, Act II, Scene 1, Scene & Aria, De' miei.....: Annina, donde vieni? O mio rimorso!",48svXONtLPyeCdmKeaon8s,7,0.884,0.304,220880,0.211,0.00956,C,0.151,-18.447,Major,0.044,76.931,4/4,0.317
Indie,BØRNS,Overnight Sensation,35GS3Vh3ouARXMpsmZeXJy,52,0.00406,0.465,198413,0.866,0.0029,G,0.0993,-2.716,Major,0.0388,164.078,4/4,0.633
Comedy,Patton Oswalt,Fat,2m2KrrKH1553PkPh71DvzU,32,0.814,0.662,141240,0.877,0.0,G#,0.718,-10.02,Major,0.946,77.735,3/4,0.275
Hip-Hop,Atmosphere,Sound Is Vibration,1vMM8ZJL9T2XHSwo7V5aL5,52,0.0315,0.779,237200,0.712,0.0,G,0.353,-9.162,Major,0.357,88.042,4/4,0.495
Folk,Vallis Alps,So Settled,5AN4JhDMl7iLPfbKtnqzp7,55,0.157,0.641,194738,0.71,0.645,G#,0.145,-7.477,Major,0.0302,97.969,4/4,0.445
Folk,Nathaniel Rateliff,You Should've Seen The Other Guy,6JLDtbLnwXylINj16yAtPp,44,0.432,0.605,181284,0.43,7.27e-06,C,0.114,-8.923,Major,0.036,79.038,4/4,0.395
Indie,Andrew Belle,When the End Comes,3Et4LKZLnXygPYfNdeB3D3,50,0.677,0.541,354400,0.575,0.215,A,0.102,-9.463,Major,0.0491,91.98,4/4,0.428
Indie,Jake Scott,I Don't Want To Be Friends,3q2OHW2lMnL10vKw45WgIN,50,0.155,0.689,182487,0.538,0.0,A#,0.524,-8.607,Major,0.175,95.92,4/4,0.454
Rock,The Script,Nothing,0c3yfC8zMRJGvmqphczhZb,58,0.00369,0.473,272213,0.833,0.0,D,0.118,-5.013,Major,0.039,157.012,4/4,0.503
Ska,Street Dogs,Yesterday,57BiS4hi0OMKATNMgOyva0,25,0.000336,0.479,145893,0.984,0.0,D,0.14,-4.692,Major,0.0474,92.482,4/4,0.657
Folk,Lucinda Williams,Are You Alright?,28EK7qsobexG3NJRrTE4tc,46,0.265,0.603,318293,0.43,0.000378,B,0.101,-8.875,Major,0.0291,119.173,4/4,0.346
Classical,Ralph Vaughan Williams,Fantasia on a Theme by Thomas Tallis,3yNHtmi0SbMzzdwVrFg98i,36,0.793,0.0994,973800,0.121,0.827,G,0.335,-17.763,Major,0.0433,89.428,4/4,0.0378
Country,Willie Nelson,Whiskey River - Live,0EHDEzu14gcx4Z3hOYVpTn,42,0.341,0.509,211547,0.718,0.0176,G,0.0948,-8.637,Major,0.033,99.795,4/4,0.764
Folk,The Avett Brothers,Talk on Indolence,4rfY34F0sq2JHJiUHOLi39,39,0.0197,0.529,219640,0.659,1.63e-05,G,0.0993,-6.639,Major,0.0667,145.725,4/4,0.679
Hip-Hop,Petey Pablo,Raise Up,02GwPAncasVL82yC7y2hmN,53,0.142,0.735,286427,0.844,0.0,C#,0.319,-5.215,Major,0.167,156.069,4/4,0.742
Folk,Yusuf / Cat Stevens,I Think I See The Light,1dx51qMMX8VFOVL15E6HsQ,44,0.588,0.487,235840,0.557,4.11e-05,B,0.237,-8.586,Major,0.0323,117.649,4/4,0.39
R&B,JMSN,Drinkin',4KyH3SniFun4TPkMH6k4lT,49,0.0246,0.635,283584,0.56,0.00423,A#,0.301,-6.723,Minor,0.157,129.961,3/4,0.547
Children’s Music,Slipknot,Liberate,0SNybMfb3uFISmnYrIt7Gs,56,0.000779,0.334,184307,0.99,0.0,C#,0.0744,-3.961,Major,0.187,145.162,4/4,0.395
Indie,Amber Run,Amen,4rCmaUBsSjuiQcKoKIo7UE,54,0.72,0.499,185422,0.187,1.23e-05,F,0.0822,-11.442,Major,0.029,85.356,3/4,0.0522
R&B,Masego,Sugar Walls,10QawadmmX0JbsBvJ8mMjQ,50,0.612,0.634,123000,0.526,0.0102,C#,0.127,-10.281,Minor,0.0531,86.78,4/4,0.729
Country,David Allan Coe,Take This Job and Shove It Too - 1977 Version,1FLAYO8M4q1STCVOOPyCFe,35,0.17,0.705,177373,0.435,0.0,G,0.167,-8.946,Major,0.0287,127.895,4/4,0.678
Reggaeton,Trap Capos,De las 2 (feat. Bad Bunny & Arcángel),4DS7HoqrKq1dDjeYOKBlu9,67,0.71,0.744,260493,0.696,0.0,G#,0.0808,-5.015,Minor,0.117,120.146,4/4,0.406
Anime,"Kami-sama, I have noticed",わたしの命を抉ってみせて,3j3ifw1q5XXanRpJR0HAJW,35,0.0527,0.545,193080,0.975,1.98e-06,A#,0.0443,-3.232,Minor,0.239,108.048,4/4,0.489
Pop,Shawn Mendes,Lost In Japan - Recorded at Spotify Studios NYC,7b1WVMX0FShcPWct8ca7ma,66,0.716,0.438,214587,0.508,0.0,G,0.057,-7.485,Minor,0.0649,101.698,4/4,0.541
Reggae,Groundation,Hero,47x16XxmihPM010HQ3Mhut,28,0.0519,0.704,342093,0.514,0.0,F#,0.279,-7.414,Minor,0.171,139.233,4/4,0.527
Classical,Wiener Philharmoniker,"Ah! Taci, Ingiusto Core 2. Akt / Act 2",4qbqVVHKISVndkW40zkixE,29,0.977,0.386,397867,0.154,5.88e-05,A,0.263,-19.571,Major,0.0811,130.569,3/4,0.15
Country,Adam Calhoun,WW2.0 (feat. Upchurch),3rmru5ytCtJuROp85ZPBqE,47,0.25,0.829,220364,0.555,0.0,F,0.338,-8.873,Major,0.0933,105.009,4/4,0.419
World,Brian Eno,Signals - Remastered 2005,5Q5MFVjUWVNgb7XBerPdbQ,66,0.969,0.0672,166560,0.0119,0.944,F#,0.12,-41.808,Major,0.0457,70.521,1/4,0.0701
Electronic,Moby,Extreme Ways (Bourne's Legacy),518wwrVcvUbv81zVkNOWpn,37,0.000417,0.466,290827,0.828,0.205,B,0.335,-7.898,Minor,0.0518,104.495,4/4,0.299
Folk,Car Seat Headrest,1937 State Park,5N9xNXlm15aOrVmF9AMYcD,47,0.0036,0.552,240107,0.641,1.61e-06,G#,0.104,-5.733,Major,0.0344,110.973,4/4,0.548
Reggaeton,Shelo A Lo Loko,Cachai o No Cachai,2L96mkl9Fly8daAagkSVpb,36,0.074,0.733,256972,0.72,0.0,C#,0.263,-6.553,Major,0.182,166.028,4/4,0.892
