genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Classical,Giovanni Battista Sammartini,I. Allegro,6m9yMQYjjcpJbNlksLCigX,0,0.873,0.439,238653,0.133,0.0208,C,0.0744,-15.869,Major,0.0445,115.719,4/4,0.477
Country,Willie Nelson,Pancho and Lefty,1A6P8IxzNyBRsQualaNXNY,56,0.651,0.665,286067,0.37,0.000315,D,0.073,-16.651,Major,0.035,122.997,4/4,0.519
Folk,Matt and Kim,Hey Now,2l4jtaX2SozBzc5N1g07Bp,48,0.00442,0.743,169480,0.624,1.77e-06,C,0.299,-5.978,Minor,0.0387,95.014,4/4,0.431
Opera,Giuseppe Verdi,"I vespri siciliani / Act 5: ""Mercè, dilette amiche""",2VVejWRiQ9zIS6aiJi7fl7,21,0.975,0.501,213840,0.188,0.00175,A,0.123,-13.226,Major,0.055,112.631,3/4,0.262
R&B,DaniLeigh,I Do It 4 (feat. Lil Yachty),1cpByx3kdgQeCaBIxPzQlI,53,0.301,0.857,151733,0.524,0.000622,A,0.0945,-8.486,Major,0.269,152.037,4/4,0.408
Movie,Francis Lalanne,La Hija De La Luna,3DTeFLx1h88uCDSnl34GjP,8,0.164,0.817,208093,0.924,1.52e-06,B,0.118,-3.274,Minor,0.0878,128.742,4/4,0.965
Country,Alan Jackson,Between the Devil and Me,5TNM6Qk1luDmK2BxUtOEdH,42,0.0392,0.572,261667,0.484,1.07e-06,D,0.13,-8.555,Major,0.0258,81.761,4/4,0.165
Opera,Renata Tebaldi,"Si, mi chiamano Mimì - La Boheme Atto I",2KNVTscAmUYUtXkLwe4A10,27,0.969,0.189,296453,0.0727,0.0,D,0.0849,-20.02,Major,0.0472,79.946,4/4,0.0381
Rock,Pantera,Cowboys From Hell,2SgbR6ttzoNlCRGQOKjrop,71,0.00437,0.415,243533,0.908,0.0345,D,0.082,-9.701,Major,0.0765,114.816,4/4,0.437
Folk,Foxwarren,To Be,7w4Xm8fTPlTxjijNg2HP9Q,45,0.299,0.579,174070,0.358,0.000217,G#,0.111,-9.89,Minor,0.0234,79.137,4/4,0.254
Ska,The Cat Empire,Saturday Night,7BDGjDqOuUbZkwDPSXoMl0,45,0.000401,0.508,281000,0.806,0.0257,C,0.335,-6.208,Major,0.0309,188.145,4/4,0.915
Movie,Randy Newman,Lover's Prayer - Live Version,43FlX7mHgInDCYsn8YcGl4,8,0.976,0.532,120640,0.444,0.000665,A#,0.712,-14.599,Major,0.121,111.998,4/4,0.818
Country,Don Gibson,Sea of Heartbreak,0xERMvJD8djz1ZBjPSRLvM,49,0.422,0.59,155040,0.586,4.46e-05,G,0.337,-9.158,Major,0.0344,91.17,4/4,0.729
Opera,Richard Wagner,"Die Walküre, WWV 86B, Act III, Scene 1: ""Nicht sehre dich Sorge um mich""",2GKR9chs3EbTOcCVT2AOsn,8,0.923,0.403,413307,0.388,0.00158,G,0.672,-17.058,Major,0.884,82.359,4/4,0.168
Reggae,Duane Stephenson,Good Good Love,3J7AzkWQLSEwBAHSdwfRUR,28,0.057,0.696,211213,0.55,0.0,C,0.368,-5.729,Major,0.052,75.361,4/4,0.73
Folk,Colbie Caillat,I Do,42loEE51UDcecom9K8K4ei,59,0.22,0.656,173360,0.877,0.0,A,0.0785,-5.656,Major,0.0329,144.871,4/4,0.958
Anime,Joe Hisaishi,メドレー:さんぽ/風のとおり道/ねこバス/となりのトトロ - Jazz コレクション Vol.1 〜映画「となりのトトロ」より〜,40nGYBb6cvqs4i3akmWJS1,27,0.621,0.445,333040,0.423,0.0312,G#,0.341,-8.195,Major,0.0274,91.995,4/4,0.379
Ska,Roncovacoco,Fotos Y Recuerdos,51Ku6m19nFsCXcjosxfCUn,16,0.0103,0.62,185000,0.776,3.26e-06,A,0.205,-4.631,Major,0.0462,87.703,4/4,0.763
Soul,Solange,Don't Wish Me Well,41TLFoAklLMcJPlhtGC9kr,54,0.452,0.742,255627,0.417,0.185,B,0.154,-8.079,Minor,0.0407,124.915,4/4,0.388
R&B,PARTYNEXTDOOR,Don't Know How,05GvhIvS56t5EBoG8YtyCK,51,0.0454,0.64,174049,0.428,0.000449,G#,0.171,-6.154,Major,0.0749,110.0,4/4,0.17
R&B,Cher Lloyd,I Wish,4trx1lgbQ9FtrI5V9Y8C5Y,59,0.0627,0.62,212347,0.812,0.0,C,0.876,-5.673,Minor,0.181,91.97,4/4,0.683
Soul,D'Angelo,Send It On,5LIwaG8Wl9LfExcmiRQm7J,52,0.168,0.789,356493,0.258,0.00714,F,0.326,-11.759,Major,0.104,127.491,3/4,0.335
Ska,Maldita Vecindad Y Los Hijos Del 5to. Patio,Solín,4OnOwfpbZCwHnFNDqgjOuS,54,0.0236,0.405,191067,0.676,0.00106,F,0.0952,-8.491,Major,0.0471,140.544,4/4,0.756
Indie,Death Cab for Cutie,Title And Registration,6LTQAaWl0Nrnt45ln6iKf3,54,0.333,0.752,219267,0.566,0.13,A,0.108,-9.64,Major,0.0324,115.794,4/4,0.727
Movie,Charlton Heston,"Jesus Is Delivered to Pontius Pilate, With He Never Said a Mumberlin' Word",2RC0fLv74GOtKtPWiGi7BQ,0,0.826,0.656,250573,0.107,0.0,G#,0.584,-22.791,Major,0.42,120.729,4/4,0.299
Comedy,Russell Peters,Lost Luggage,2lYH28zrah6iXjv61wpUHD,26,0.774,0.648,178920,0.567,0.0,C#,0.953,-16.201,Major,0.951,51.8,4/4,0.221
Classical,Symphony X,The Odyssey,09QiBdBhqAlD31imrSdwm8,36,0.00314,0.446,1449973,0.826,0.00128,C,0.313,-7.174,Major,0.0651,138.367,4/4,0.222
Movie,Randy Newman,Hard Currency - Faust Demo,2STRcgR333tlNvgA567vHu,1,0.889,0.522,193173,0.181,0.0,B,0.359,-14.97,Major,0.0572,112.404,3/4,0.5
World,Steffany Gretzinger,Constant One,2b5V8vX2BUfgk474q3PSKU,44,0.0394,0.407,266243,0.55,0.0,D,0.0794,-8.848,Major,0.0368,146.05,4/4,0.155
Rap,Chamillionaire,Slow Loud & Bangin,3EcmNKUi5OOWXUGOsxlCca,52,0.127,0.643,254653,0.73,0.0,B,0.217,-7.437,Minor,0.313,131.895,4/4,0.276
Folk,M. Ward,Chinese Translation,7IJlk42gDKt5dfSSLwtEsp,55,0.152,0.555,238600,0.726,0.000178,D,0.148,-8.939,Major,0.0368,107.719,4/4,0.505
Children’s Music,Lewis Del Mar,H.D.L.,2BUoLEEJvZfu0FhaJtYv0N,53,0.104,0.599,237427,0.753,0.0,G,0.515,-5.542,Major,0.0442,120.04,4/4,0.297
Country,Chris Young,Tomorrow,1qjl8UJtWTHrk4SFpwftSN,64,0.56,0.441,220173,0.644,0.0,B,0.109,-5.774,Major,0.0363,141.733,4/4,0.349
Rap,Denzel Curry,Ice Age,594suifkodzqXMkJlkKRQd,59,0.00399,0.671,171908,0.617,0.0,F,0.744,-8.219,Minor,0.0683,109.888,4/4,0.465
Classical,Van Canto,Last Night Of The Kings,3HsooVxVWVGPWxHQqKmaAi,29,0.381,0.578,232813,0.347,0.0,G,0.154,-8.389,Minor,0.0294,78.982,4/4,0.225
Rock,Fine Young Cannibals,Good Thing,6lRkdG1HurVS72F9GoBeWJ,65,0.0708,0.747,201867,0.586,8e-05,A,0.0427,-10.119,Minor,0.0299,164.718,4/4,0.893
World,Goldmund,As Old Roads,4uwEXSgYoUaV4CBdtuxfYy,38,0.837,0.513,160172,0.161,0.843,G,0.112,-19.948,Major,0.0359,120.114,1/4,0.0714
Children's Music,The Hit Crew Kids,Somewhere In My Memory,7jUmgMDIF40Zwcg8c4XMNr,0,0.76,0.483,238526,0.321,2.84e-06,G,0.125,-9.764,Major,0.0275,70.976,4/4,0.133
Soundtrack,John Williams,Star Wars and the Revenge of the Sith,2OqMBSytBzTHFXnEmKrmrF,43,0.377,0.267,449373,0.405,0.848,F,0.163,-15.683,Major,0.0605,96.454,3/4,0.21
Rock,Alice Merton,No Roots,4CdfFYzaAJ0y0beKzmgJSn,62,0.264,0.863,235813,0.657,0.00619,G,0.0713,-7.295,Major,0.105,115.958,4/4,0.829
Reggae,Peter Tosh,Downpressor Man,60zX4sLQdchuhi72TgmbKk,44,0.00671,0.82,385187,0.499,0.000266,F,0.0669,-9.813,Major,0.0659,148.565,4/4,0.885
Electronic,DJ Shadow,Fixed Income,64pJLTowXAwQCsyTBl1UpU,28,0.0809,0.606,289000,0.711,0.917,A,0.0836,-10.131,Major,0.0327,156.475,4/4,0.589
Indie,Yeah Yeah Yeahs,Heads Will Roll,18oWEPapjNt32E6sCM6VLb,62,0.00025,0.56,221000,0.901,0.134,G#,0.299,-4.481,Minor,0.032,132.009,4/4,0.807
Children's Music,The Fresh Beat Band,Just Like A Rockstar,1b8NAn2ehmesKq4luLIfAc,18,0.0207,0.716,122907,0.861,0.0,E,0.0877,-5.281,Major,0.149,142.87,4/4,0.903
Reggae,SOJA,Better,4nT8atrBXz6BF8xDQnq1et,38,0.00143,0.639,262144,0.835,0.0,G,0.0831,-5.124,Minor,0.028,133.995,4/4,0.449
Hip-Hop,Russ,The Flute Song,6pGuOWYOFDcSgmVvFWRWSv,71,0.212,0.789,147600,0.524,0.0,C#,0.221,-7.942,Minor,0.273,138.064,4/4,0.343
R&B,Justine Skye,Know Myself,0d8anwJJGti8jE79Y4tXUD,72,0.474,0.776,167493,0.5,0.000931,F,0.169,-7.451,Minor,0.0579,100.055,4/4,0.544
Children's Music,Anna Stange,"The Itsy, Bitsy Spider",7aYqzqFCilKxA4SO047M8q,0,0.918,0.718,51440,0.0774,0.0,F,0.15,-17.925,Major,0.226,96.909,3/4,0.374
Children’s Music,Common,I Used to Love H.E.R.,4TboAbE2pCUUB0fk6Q9rUU,54,0.074,0.74,278707,0.445,3.4e-05,C#,0.424,-13.222,Major,0.397,91.745,4/4,0.593
Anime,pinocchioP,Mei Mei,2TL0y2jCLspsw6aIDlCfzy,23,0.0436,0.642,233000,0.97,0.00113,C,0.273,-4.982,Major,0.0594,140.045,4/4,0.887
Soul,Lee Fields & The Expressions,Wish You Were Here,2BZjcbZpQyyhpVr3gMGPn6,51,0.11,0.368,252973,0.516,1.03e-05,E,0.0955,-6.058,Minor,0.0348,178.889,3/4,0.445
Movie,Leïla Bekhti,Chanson sur une drôle de vie,12zakSjWxrohomLLgxTkCR,40,0.768,0.745,167333,0.458,0.0,G#,0.0955,-14.168,Major,0.04,98.039,4/4,0.671
Electronic,Jauz,OK!,1cBEPr1y7MD52JoqJPOKSk,45,0.0174,0.615,188438,0.885,0.00422,A#,0.101,-3.281,Minor,0.0397,127.939,4/4,0.112
Blues,Joe Buck Yourself,Evil Motherfucker from Tennessee,2DsjUCqaLc5MA7aCIl2tNQ,29,0.0103,0.637,185045,0.923,0.0393,B,0.0558,-7.011,Minor,0.0499,148.349,4/4,0.608
Electronic,Excision,Night Shine,56uA6nnNly4vQjpJP9v9ip,41,6.93e-05,0.578,260472,0.944,0.0795,F,0.112,-2.758,Minor,0.0398,140.072,4/4,0.106
Electronic,Wuki,Chop It (Blvk Sheep Remix),0BlzjOI1gTR9YGMCMRSKkG,48,0.00287,0.709,156005,0.96,0.524,B,0.272,-3.891,Major,0.195,160.065,4/4,0.882
Children’s Music,Daughtry,As You Are,20cE13cmiGdHinlh40ecwd,53,0.0534,0.527,220947,0.608,0.0,B,0.111,-6.449,Major,0.0351,144.729,4/4,0.228
Soul,Gary Clark Jr.,I Got My Eyes on You (Locked & Loaded),6ux2lxLa86G1tzKsNoGjbV,55,0.129,0.545,311053,0.592,3.62e-06,D#,0.0639,-4.582,Minor,0.0648,139.516,4/4,0.347
Dance,Westlife,Hello My Love,4EtIza2cKMmR2XP7idebXG,77,0.0971,0.679,214212,0.717,0.0,C,0.124,-4.548,Major,0.0384,121.96,4/4,0.255
Reggae,Sublime With Rome,"Santeria - Live from Los Angeles, CA 2015",3btEOBm3jsg73LXe1le1JU,26,0.235,0.758,195814,0.736,0.00447,C#,0.0789,-6.894,Minor,0.0878,90.397,4/4,0.738
Reggae,Ziggy Marley,Butterflies,2vuqwZVOjDEolYEzHF121z,25,0.0365,0.868,219393,0.678,0.000335,C#,0.0712,-5.616,Major,0.0398,87.498,4/4,0.93
Classical,Mr. Big,"Daddy, Brother, Lover, Little Boy (The Electric Drill Song) - 2010 Remastered Version",5N1ClhJKZUFyFaOufZ2r55,44,0.00301,0.456,236067,0.95,4.92e-05,F,0.0767,-6.251,Major,0.0835,91.081,4/4,0.395
Anime,Mili,Though Our Paths May Diverge (Goblin Slayer Episode Seven inserted song),3bQQKyBQW6owZQqowvdSa1,31,0.848,0.109,198767,0.24,0.00316,C#,0.0907,-12.274,Minor,0.0355,166.383,4/4,0.0521
Electronic,NGHTMRE,No Coming Down,6hq2THIt5HGRyQ8DnvG6ff,57,0.0596,0.645,195692,0.736,0.0,A#,0.218,-6.132,Minor,0.1,129.915,4/4,0.534
Soundtrack,Thomas Bergersen,Dragonland,1W9QER6RZ0NEZhWc8jGez7,40,0.0272,0.244,313693,0.555,0.88,D,0.0808,-10.069,Minor,0.0395,78.071,4/4,0.0883
Jazz,Etta James,Girl Of My Dreams - Single Version,4C4ZGls8SqHMrYayEqK8BT,38,0.825,0.565,145600,0.383,0.0,D#,0.127,-6.927,Major,0.0349,141.653,3/4,0.614
World,Hillsong Young & Free,I Surrender - Remix/Bonus Track,3BjzRHpwqbDsUf7sO1hFeY,35,0.00166,0.245,254227,0.682,3.14e-05,D,0.126,-7.32,Major,0.0438,113.552,4/4,0.0955
Dance,Wale,Fashion Week (feat. G-Eazy),7Asg82VZIPN0sNnNA9IwnW,50,0.0423,0.881,237733,0.889,1.32e-06,B,0.108,-5.401,Major,0.0944,106.054,4/4,0.492
Blues,Rufus Thomas,Mashed Potatoes,2w0Lj7S39POLw5FH1QBLZM,33,0.622,0.832,143493,0.487,0.000256,C,0.164,-9.637,Major,0.11,122.945,4/4,0.46
Folk,Ingrid Michaelson,Everybody,05xaXtqDCSFR9OLS5tL5oQ,55,0.446,0.74,209547,0.63,0.0,B,0.08,-6.735,Major,0.0338,95.014,4/4,0.464
Blues,Queens of the Stone Age,The Evil Has Landed,763LDHO3wYOI7GzXS7uBwU,54,0.00057,0.264,390579,0.882,0.111,G,0.283,-4.362,Major,0.0795,85.508,4/4,0.766
Anime,Official HIGE DANdism,Driver,3Vcyge0Cog3IWiKWP9mycE,47,5.08e-05,0.393,287047,0.746,0.0,F#,0.123,-1.987,Minor,0.0363,157.831,4/4,0.522
R&B,Rejjie Snow,ACID TRIP,2jrBmyMTezcuKg0PreqIJr,51,0.0359,0.72,188293,0.562,0.0,D,0.126,-7.642,Major,0.0367,98.943,4/4,0.393
Alternative,P.O.D.,Alive - 2006 Remaster,3IRovqSVYx3CNtDWRebsET,54,1.23e-05,0.409,203693,0.952,0.000156,D,0.31,-3.761,Minor,0.0756,80.899,4/4,0.55
Anime,Nana Mizuki,Pray,41ZrtLrBLLlwpucuNJ9WuF,24,0.323,0.482,268507,0.973,0.0,F,0.319,-3.014,Major,0.151,141.049,4/4,0.327
Electronic,The Bloody Beetroots,Hollywood Surf Club (feat. Mr. Talkbox),1swp88wQzC976ubadoAqEZ,33,0.0123,0.601,232969,0.688,0.00321,F,0.107,-4.178,Minor,0.0475,128.027,4/4,0.235
Anime,MY FIRST STORY,Where come from…,4x8mobA7K3JzrH90itIOFb,27,0.000143,0.458,196787,0.949,0.0,C#,0.357,-2.425,Minor,0.138,74.805,4/4,0.554
Soundtrack,Nick Glennie-Smith,To Rome,1PJ73AXDNrARzUojOYICZK,33,0.348,0.168,172480,0.318,0.928,A#,0.111,-15.343,Minor,0.0335,84.565,4/4,0.179
Blues,Santana,Waves Within,1lPIRpoeSqAuOyYWnjh68s,27,0.0201,0.317,233493,0.599,0.86,A,0.846,-15.78,Minor,0.0351,104.936,3/4,0.459
Rap,A$AP Twelvyy,Diamonds,0OguxdspxLLTf97lkA0Hpr,56,0.0698,0.441,180480,0.596,1.48e-06,G,0.16,-7.012,Major,0.111,139.778,4/4,0.138
Pop,Percy Sledge,When A Man Loves A Woman,51FpzuGkRYXFgsE2zXt9av,67,0.13,0.516,173867,0.15,0.0755,C#,0.122,-20.41,Major,0.0272,97.398,3/4,0.206
Hip-Hop,Lil Wayne,3 Peat,58PWl2rA7lU90UBvDufzWm,58,0.00114,0.616,199427,0.632,0.0,F#,0.0844,-7.562,Minor,0.386,79.811,4/4,0.47
Blues,"Crosby, Stills & Nash",Marrakesh Express - Remastered,3bIB8JVXIbCTwJtsweAqeq,38,0.138,0.571,156680,0.557,0.000203,G,0.381,-15.439,Major,0.211,107.953,4/4,0.746
Soundtrack,Henry Mancini,Mr. Lucky,7K4jIdktbuOlTPEdVCVv4J,24,0.0598,0.421,132627,0.241,0.879,C,0.144,-18.01,Major,0.0323,121.434,4/4,0.258
Blues,Television,Guiding Light,6ZHa4WN0lqua4sQHRQFpkc,37,0.101,0.552,332733,0.422,0.0176,B,0.0858,-14.116,Major,0.026,143.221,4/4,0.529
Children’s Music,Justine Skye,Know Myself,0d8anwJJGti8jE79Y4tXUD,71,0.474,0.776,167493,0.5,0.000931,F,0.169,-7.451,Minor,0.0579,100.055,4/4,0.544
Indie,Arcade Fire,Creature Comfort,2voWPWlDfIthC6GUjaIQyV,62,0.0181,0.423,283507,0.949,0.00355,B,0.292,-4.097,Major,0.0972,189.976,4/4,0.278
Children’s Music,Aftertheparty,Numb,18aImFRizYHe2MwD5EDWZh,57,0.411,0.832,227260,0.316,6.59e-05,A,0.258,-15.258,Major,0.063,116.973,4/4,0.329
Pop,Taylor Swift,White Horse,6wn61Fzx9XMxQmieLpoIhW,60,0.305,0.578,234427,0.34,0.0,C,0.104,-8.027,Major,0.0264,92.702,4/4,0.223
Jazz,Blue States,Leaning In,0MwLOze9j7BFEmdfMeVd2t,40,0.000472,0.613,281707,0.76,0.72,F,0.155,-7.664,Major,0.0313,100.009,4/4,0.433
Dance,Bea Miller,outside,7o6Hh7RLYO6DJXz1aAngt4,52,0.0888,0.691,200480,0.697,0.0,A#,0.152,-4.272,Minor,0.237,79.917,4/4,0.805
Movie,Terry Mann,When I Look at You - Reprise,5p2WjKCzCgWxXWU4NfGW1C,22,0.956,0.335,139598,0.0359,0.00143,A#,0.0782,-22.846,Major,0.0392,67.411,3/4,0.106
Folk,Snail Mail,Anytime,1V3iUwmio7uqKh2AtrkjZG,50,0.913,0.339,278053,0.174,1.52e-05,C#,0.0939,-9.819,Major,0.0296,94.646,3/4,0.0721
Alternative,LION BABE,Rockets (feat. Moe Moks),5LWKsMeXaYBoKzCHk8syQy,55,0.15,0.677,217387,0.658,0.0,G#,0.155,-5.149,Major,0.0699,134.086,4/4,0.874
Hip-Hop,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,81,0.00299,0.815,190288,0.816,0.0,D,0.159,-5.474,Major,0.269,181.967,4/4,0.498
Reggae,Bag of Toys,How You Gonnna,5M6EF0rrdh1B4Zv12iaGVt,32,0.463,0.795,265196,0.501,1.43e-06,G,0.0931,-7.112,Major,0.0819,87.064,4/4,0.874
Reggae,Simplified,Home,00m72AIyqgVe1ToQ1JRMVO,25,0.395,0.715,191573,0.735,7.2e-05,F#,0.359,-6.05,Minor,0.0252,93.022,4/4,0.775
Comedy,Anthony Jeselnik,All Over the World,6hW1jj6Eb8cKJKOyzhG54Q,33,0.851,0.567,198067,0.948,0.0,D,0.75,-7.383,Major,0.926,126.914,1/4,0.104
Soul,Khai,Into the Dark,2JVSFBfpolxlbRD5dNI9Wk,37,0.146,0.675,193636,0.359,0.336,G#,0.1,-9.983,Major,0.0315,109.963,4/4,0.0694
Comedy,Katt Williams,Martha & Lil’ kim in Jail,5bOYPP7ehk23eeisO5ZGg2,29,0.805,0.645,150997,0.841,0.0,A,0.941,-14.515,Minor,0.948,81.616,5/4,0.462
Hip-Hop,YG,Toot It And Boot It,3AqcBOSlJF7xMgvLpQoa3c,63,0.17,0.796,243747,0.505,0.0,G,0.106,-9.529,Major,0.1,95.003,4/4,0.263
Opera,Franz Lehár,"The Merry Widow: Act II, ""Nun lasst uns aber wie daheim...Viljalied""",6GQS0rx0IBKuUKloFYxQzV,6,0.99,0.23,336813,0.245,4.81e-05,G,0.264,-14.592,Major,0.0498,83.188,4/4,0.111
Blues,Jamie N Commons,Heartbreak,0PPqvTnwYK68bBcatHIky7,34,0.0115,0.653,191783,0.667,0.0123,D,0.139,-7.998,Major,0.0444,110.014,4/4,0.169
Indie,The Cab,Bad,3igu6bCzkaIrioZIhK3p2n,51,0.182,0.387,199707,0.916,0.0,E,0.116,-4.865,Major,0.142,200.079,4/4,0.489
Opera,Giacomo Puccini,"Gianni Schicchi: O mio babbino caro (Zimmer mit Aussicht): O, mio babbino caro",501ZirnDv7VZZ14joL9bdt,14,0.977,0.18,151000,0.131,0.00116,G#,0.0871,-20.879,Major,0.0611,175.879,3/4,0.0384
Rap,Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd) - Louis The Child Remix,2NAZcL9tLUkdMMb5v3xFVG,55,0.505,0.615,228750,0.523,4.29e-06,G,0.11,-4.246,Minor,0.267,127.932,4/4,0.693
Pop,blink-182,First Date,1fJFuvU2ldmeAm5nFIHcPP,73,0.000715,0.579,171533,0.928,0.0,C,0.18,-4.344,Major,0.0411,95.594,4/4,0.882
Indie,Jaymes Young,Feel Something,0vMI3AJPQMjytAu8XMWr65,64,0.694,0.61,217400,0.59,2.32e-06,B,0.15,-7.325,Minor,0.0362,137.838,4/4,0.352
Hip-Hop,YG,Who Do You Love?,1uDjaezEbalGyGnuH80zDK,67,0.0281,0.676,233507,0.415,0.0,A,0.0915,-9.752,Major,0.508,193.206,4/4,0.146
Rock,The Beatles,Nowhere Man - Remastered 2009,5SUlhldQJtOhUr2GzH5RI7,62,0.00797,0.534,163693,0.624,0.0,E,0.128,-9.589,Major,0.0462,121.402,4/4,0.687
Folk,Bob Dylan,Up to Me - Take 1,4TGJgdEPwUcBxO8nzCjR2i,46,0.65,0.487,364040,0.411,0.0,E,0.169,-11.884,Major,0.0554,101.734,4/4,0.586
Hip-Hop,Usher,You Decide,43O1LuFW6QIJ20RSV8gC4g,60,0.205,0.747,212920,0.533,0.0,C#,0.119,-6.326,Major,0.0403,139.937,4/4,0.38
Anime,FLOW,Cha-La Head-Cha-La,2bWHzb3dt9BefntRXndulf,39,0.000665,0.467,202600,0.978,0.0,D,0.321,-3.328,Major,0.0906,162.915,4/4,0.512
Indie,The Menzingers,Your Wild Years,2cABtHp3hOF7u3uroljp5m,48,2.16e-05,0.398,234546,0.968,0.00569,C#,0.105,-4.282,Major,0.035,156.427,4/4,0.791
Electronic,Snails,Pump This,7xAnQVIodfl29ulJOOfO4k,28,0.474,0.692,247500,0.8,0.483,C#,0.199,-5.679,Major,0.155,128.078,4/4,0.253
Hip-Hop,The Roots,Break You Off,4jZcfHe0hbc5ireJAxmQvC,49,0.056,0.546,447440,0.71,0.19,B,0.111,-8.22,Minor,0.127,165.544,4/4,0.268
Comedy,John Heffron,Won't make you wait,5EZCCNO4ObAY88mCFdbgVu,12,0.603,0.558,107181,0.922,0.0,G,0.961,-9.133,Major,0.889,114.01,4/4,0.304
Comedy,Margaret Cho,Immigrant Thing to Say,2heOaSNqvvdSbFTkgXAgod,12,0.746,0.559,158547,0.516,0.0,E,0.599,-16.972,Major,0.963,80.204,3/4,0.226
Anime,Takako Matsu,Ashita Ha Dokokara,4JivXO77OoPEoJvChRhNaD,22,0.651,0.627,202667,0.528,0.0,A#,0.26,-5.578,Major,0.0237,89.012,4/4,0.552
Anime,Sangatsu no Phantasia,Pastel Rain,5leG5IxTP6F431lKXrmWNH,34,0.118,0.676,212453,0.955,7.91e-06,G,0.0326,-4.005,Major,0.0532,134.965,4/4,0.961
Ska,Strung Out,Speedball,7627t7tg6vAhcHOL1wbVUx,21,1.11e-05,0.162,119173,0.953,3.22e-06,F,0.367,-5.41,Minor,0.119,166.832,4/4,0.392
Soul,Alicia Keys,Illusion Of Bliss,76SpS6xEs4BHaKoNpnDPZJ,38,0.128,0.475,323733,0.356,0.00386,D#,0.0949,-8.428,Minor,0.0514,37.431,4/4,0.339
Hip-Hop,Young Thug,Wyclef Jean,55OdqrG8WLmsYyY1jijD9b,68,0.124,0.863,236293,0.576,0.0,F,0.143,-5.687,Minor,0.239,132.054,4/4,0.832
Rock,Marianas Trench,Eleonora,1AgGSwTaVhClOMC9MsvFzd,52,0.129,0.326,68095,0.206,0.0,G,0.303,-10.304,Major,0.0383,125.78,5/4,0.215
Opera,Georges Bizet,"Carmen / Act 2: Chanson: ""Les tringles des sistres tintaient""",45xa1QXPJcRMns4YKrNGkX,10,0.911,0.395,286493,0.129,0.0191,C,0.0768,-19.372,Major,0.0456,133.158,4/4,0.167
Indie,A R I Z O N A,Find Someone,654BH5npNnfbFZyHD4c2RC,67,0.0263,0.788,188588,0.685,0.000126,C,0.111,-5.874,Major,0.028,124.001,4/4,0.599
Country,Morgan Evans,Day Drunk,7nGuT0EfqQ1TXcADEKwB6Q,69,0.015,0.647,194898,0.754,0.0,A#,0.0684,-5.446,Major,0.0378,97.005,4/4,0.755
Jazz,Tito Rojas,Por Mujeres Como Tú,260svzkJCtyTqJddBWRgZF,43,0.435,0.732,356253,0.665,0.000739,A#,0.16,-7.173,Major,0.032,98.273,4/4,0.786
Children’s Music,Pete Rock & C.L. Smooth,The Creator,0vDgtmc5vMDyE69oYnAbUm,54,0.21,0.826,283813,0.491,0.0729,A,0.0929,-11.264,Major,0.165,115.998,4/4,0.617
Blues,T. Rex,Bang a Gong (Get It On) - Re-Recorded / Remastered,3QNddJs5eU0TG6C828fDQe,38,0.451,0.788,284683,0.748,0.00408,A,0.104,-6.907,Major,0.0306,121.047,4/4,0.845
Rap,Playboi Carti,No Time (feat. Gunna),5pHJv0bgNsT9nPoK2BjNBn,66,0.0177,0.943,219453,0.763,1.76e-05,F,0.114,-5.568,Minor,0.133,139.969,4/4,0.229
Rap,Big Sean,Big Bidness (& Metro Boomin),42XnD59SFcomCJu55EPhqJ,56,0.123,0.657,273027,0.579,0.0,G,0.102,-10.463,Minor,0.275,84.985,4/4,0.146
Rap,Dizzy Wright,Looking Up (feat. Euroz),2dH2t9LZsMMTxn5fOcQ4tp,55,0.05,0.678,207640,0.585,0.0,C#,0.226,-6.906,Minor,0.239,88.939,4/4,0.339
Electronic,Bassnectar,Teleport Massive (feat. Zumbi),2n2Y0npEMfxJuGGdiW7Nbq,40,0.00179,0.727,272000,0.671,0.000231,B,0.202,-8.518,Minor,0.297,90.025,4/4,0.718
Jazz,María Aurora Gómez,Amor del Bueno - Bolero,0ZL4SKXgoHBF2meuh89m1s,46,0.784,0.559,172984,0.358,9.23e-06,G,0.226,-8.732,Minor,0.0346,103.327,4/4,0.516
Anime,Aimer,Ninelie (with chelly) - Instrumental,0WNkcwWi0rRMV1VjhS4wCc,19,0.000539,0.376,260627,0.861,0.878,F#,0.139,-8.432,Minor,0.0339,172.038,4/4,0.0711
Anime,Kenji Kanemasu,ひとりぼっちはやめた(「ホーホケキョとなりの山田くん」より),6S33zz58d13a1LWR7OHgBj,17,0.993,0.391,222840,0.0322,0.849,G,0.137,-28.298,Minor,0.0367,109.14,3/4,0.0767
Blues,Taj Mahal,Six Days On the Road,05xwiA2x2GhkTGPcqCyRHj,22,0.102,0.655,179093,0.69,0.000118,G,0.115,-12.698,Minor,0.037,156.482,4/4,0.961
Dance,Sia,Sweet Design,4YUfY5mexUui2Lo9y5agMf,49,0.0236,0.779,145600,0.934,0.0177,D#,0.271,-2.027,Major,0.189,103.982,4/4,0.896
